Username,DOB,State
mdbw1332,27.07.1997,South Carolina
tyxr1223,01.08.1979,Texas
jign4433,04.08.1967,Montana
ginu2134,28.07.1992,Oklahoma
jngl4332,31.07.1983,Idaho
lybh4224,06.08.1959,Alabama
dlae4441,28.07.1993,Mississippi
kvpx4323,30.07.1986,Nevada
cylc1344,31.07.1980,New Hampshire
sqvg4431,04.08.1965,Wisconsin
kvkq1334,26.07.2001,Mississippi
letj3332,07.08.1953,Mississippi
vgzr4321,01.08.1978,Rhode Island
kjbq1421,28.07.1995,Washington
xclf2123,31.07.1982,Nevada
iohv2312,05.08.1962,New Jersey
ybyy3244,27.07.1996,Vermont
dggo1244,03.08.1970,Minor Outlying Islands
ydia3324,05.08.1963,U.S. Virgin Islands
gvnp1133,31.07.1980,North Carolina
wjdb1443,04.08.1966,Alaska
lyzg2434,03.08.1970,California
mewy2313,01.08.1977,North Carolina
qzik2241,07.08.1954,Kansas
tvvv1133,27.07.1998,Georgia
kbrk3322,03.08.1970,Alaska
apse2224,03.08.1970,Connecticut
lxcp3144,02.08.1974,Wyoming
qfmi4411,30.07.1986,Wyoming
fhlc1442,31.07.1982,Pennsylvania
pbee2323,03.08.1969,Wyoming
kjrt3434,07.08.1952,Michigan
wlap1223,29.07.1990,Utah
fdpr4343,07.08.1953,Kentucky
ysan4241,05.08.1960,Arkansas
sqyu3222,30.07.1986,Vermont
pjck3122,04.08.1967,Nevada
halb2321,30.07.1984,Pennsylvania
mrnk3443,31.07.1982,Maine
gwtt4413,03.08.1970,Illinois
fmix1324,07.08.1952,West Virginia
naop3334,27.07.1998,Mississippi
ctkc1231,26.07.2000,California
qhso4231,01.08.1976,West Virginia
osam3131,02.08.1975,Florida
cacz1332,30.07.1984,South Dakota
levm2142,01.08.1977,Rhode Island
zunq1211,03.08.1970,Massachusetts
zczn4433,29.07.1991,Maryland
kndp2222,05.08.1963,New Jersey
xqkn1332,29.07.1989,Missouri
aqvn3324,01.08.1977,North Dakota
bofz4321,08.08.1951,Arkansas
pvnd2213,03.08.1968,New Mexico
sgun3313,28.07.1992,Ohio
tdcc1414,26.07.2001,Nebraska
mlrh1343,05.08.1960,Montana
vdrc3341,30.07.1984,Massachusetts
awxh3133,30.07.1987,Kentucky
jycf4141,03.08.1970,New Mexico
fkox3422,06.08.1958,Delaware
htkj4313,01.08.1978,Massachusetts
gmtj2441,28.07.1995,Maryland
axgi1333,07.08.1954,Puerto Rico
vwgr3121,04.08.1966,Wisconsin
psdo3341,01.08.1977,Arkansas
snsb1412,01.08.1977,Minnesota
fpmo2132,02.08.1975,Vermont
ztsf1144,30.07.1985,Nebraska
lvbu4322,06.08.1956,Florida
ubnm2313,07.08.1953,Delaware
usms2424,29.07.1989,Missouri
drwd3133,05.08.1960,Maryland
pnow3432,26.07.2001,New Mexico
ovlg3311,08.08.1951,Kentucky
emth1244,03.08.1971,New Jersey
xlwk3244,03.08.1970,American Samoa
ghef4142,05.08.1963,Delaware
cmob2411,04.08.1964,California
lult4411,08.08.1950,Missouri
qnhf1143,08.08.1950,Vermont
wthm4234,28.07.1993,Maryland
egad1443,30.07.1985,Wyoming
uyck3324,03.08.1971,Kentucky
zxpm4112,03.08.1971,Vermont
yrqy4222,05.08.1962,District of Columbia
zkww4341,06.08.1957,Washington
auvs2324,27.07.1999,Iowa
lipg4134,30.07.1985,Colorado
slos2412,29.07.1988,Washington
ljql3311,07.08.1953,West Virginia
uctj4134,05.08.1962,Idaho
hqwc2434,01.08.1979,Kansas
eevm2113,03.08.1971,New York
plcq1132,26.07.2001,Vermont
cttu1214,03.08.1968,Arkansas
wmlw4323,01.08.1976,Wisconsin
zxee1113,27.07.1998,Arizona
ymok3241,07.08.1954,Nebraska
aysw1313,03.08.1971,North Carolina
ykvx1241,28.07.1992,Arkansas
blyl4143,07.08.1954,Wisconsin
brvu1344,30.07.1987,New Hampshire
brrw4414,05.08.1960,New Jersey
vzcz3441,27.07.1998,Pennsylvania
enuf1443,05.08.1963,Vermont
amhl4244,04.08.1965,Oregon
quvu3133,01.08.1979,Pennsylvania
vkop4433,31.07.1982,South Carolina
rnlk4321,05.08.1963,Missouri
hkht3111,28.07.1993,Massachusetts
ffxk2411,29.07.1989,Florida
whxp1433,27.07.1998,Alabama
zepj3131,07.08.1953,U.S. Virgin Islands
zdov1331,28.07.1994,Massachusetts
ohfr3221,30.07.1984,Vermont
dkgc4223,06.08.1958,Utah
kifo2334,07.08.1953,Oklahoma
hjnv3144,30.07.1984,Idaho
trpw4321,07.08.1955,Virginia
cpld3322,26.07.2000,Nebraska
ugli3242,03.08.1971,North Dakota
hiwv3343,03.08.1968,Texas
xqcj4324,03.08.1971,California
ajpb2331,08.08.1951,Louisiana
qauu3133,02.08.1973,Idaho
mbya4221,03.08.1971,Maine
vqwm2342,26.07.2000,District of Columbia
hada2232,01.08.1976,Virginia
egsg1441,30.07.1987,Washington
unuj4444,07.08.1955,Illinois
heby2331,01.08.1977,Maine
lmre3124,04.08.1965,Mississippi
vnsm4224,06.08.1956,District of Columbia
vein1214,27.07.1997,Maine
ljwv1343,30.07.1987,Kentucky
hhnq4442,06.08.1956,Arkansas
rntp1121,31.07.1982,North Dakota
godd1214,04.08.1965,Louisiana
lvyd4412,02.08.1974,Vermont
egsh1121,31.07.1981,Oklahoma
jshx3331,29.07.1990,Alaska
acqs4411,27.07.1997,U.S. Virgin Islands
fkhu2323,31.07.1980,Arizona
jpsa1123,03.08.1968,District of Columbia
wejk4222,06.08.1959,South Carolina
mxqg3134,07.08.1952,Michigan
htqd3412,31.07.1980,New York
agbf4222,26.07.2000,Minor Outlying Islands
tszk1434,29.07.1991,Guam
xdse2324,02.08.1972,Kansas
xcni2331,07.08.1952,Arizona
awzt1433,06.08.1957,Guam
iqpi3342,29.07.1988,Arkansas
hbza4412,03.08.1969,Louisiana
gnih4112,05.08.1960,New York
mtqc4412,07.08.1955,Hawaii
bxub3424,04.08.1964,Hawaii
iyoq2344,29.07.1989,U.S. Virgin Islands
dtxb1322,29.07.1991,Nevada
bqkt3414,30.07.1984,Idaho
crvl1333,01.08.1978,Michigan
ugkh3413,07.08.1952,Iowa
kljd4222,03.08.1971,Indiana
iyck3232,08.08.1950,Iowa
qspa2124,06.08.1957,District of Columbia
fbbt3443,31.07.1982,Wisconsin
eawq2222,04.08.1964,Puerto Rico
yvkt2123,08.08.1950,New York
rfed4212,03.08.1971,District of Columbia
pdiv2242,04.08.1966,Oregon
dwou4123,05.08.1963,North Dakota
yvxp4334,01.08.1979,New Jersey
vlgf4212,06.08.1956,Missouri
zgkf1434,28.07.1995,Colorado
fnvr2322,05.08.1963,Alaska
bnyw3331,05.08.1961,North Dakota
oqpo2433,04.08.1964,Ohio
bfdb2111,04.08.1966,Utah
sowu2411,29.07.1990,Georgia
rvup2234,05.08.1963,District of Columbia
jcyx2214,03.08.1970,Ohio
vfqw3113,29.07.1988,Mississippi
cayc4344,07.08.1955,Texas
ylxw3423,06.08.1959,Missouri
dvxr1422,31.07.1983,Indiana
xhpl2311,03.08.1969,New Hampshire
vmjo1232,01.08.1978,Louisiana
iazy4342,30.07.1984,California
melu4112,31.07.1982,American Samoa
uwcx2244,28.07.1994,Massachusetts
vtxs3234,29.07.1991,Missouri
ygks3243,05.08.1961,Alabama
ewwy2123,29.07.1991,Maine
rsan3231,05.08.1963,Maine
pnap1334,29.07.1990,Michigan
kgba2124,03.08.1968,U.S. Virgin Islands
etvi1344,30.07.1985,New York
wsyl4121,30.07.1984,Mississippi
byrw3134,06.08.1959,Massachusetts
wvmh2142,30.07.1985,Tennessee
gjuq3333,28.07.1995,Florida
psvf3332,31.07.1981,Oregon
mbkn4334,26.07.2000,Wyoming
ljff4214,30.07.1986,Vermont
bynj4221,31.07.1983,Louisiana
exjc3433,30.07.1985,Utah
wevs3111,30.07.1986,Alabama
gnko3333,02.08.1974,Connecticut
ozlf2144,01.08.1977,Iowa
azmm2211,05.08.1961,U.S. Virgin Islands
svsp2434,05.08.1960,Nebraska
qkre3144,03.08.1968,New Mexico
jyuz4444,05.08.1962,North Dakota
vyog2124,06.08.1958,Illinois
yltc3144,01.08.1979,Connecticut
kifh1134,30.07.1987,Iowa
sfcb1113,04.08.1964,Alabama
oafh4214,05.08.1962,Tennessee
piof3223,01.08.1977,Colorado
amox2124,31.07.1983,Minor Outlying Islands
wreh1311,03.08.1971,Illinois
ppvz2234,07.08.1953,California
roil3313,31.07.1980,South Carolina
ykro2132,31.07.1982,Rhode Island
keof3434,28.07.1992,New Mexico
ohfl1412,04.08.1966,Texas
mbdt1413,30.07.1987,Indiana
flgo4212,31.07.1982,Indiana
lwbf1223,06.08.1956,Kansas
vuni3333,06.08.1957,South Dakota
rxek3111,02.08.1972,Delaware
kbow2144,30.07.1985,Alaska
euqd4223,03.08.1970,Indiana
ctkm4234,02.08.1972,New Hampshire
eeiv3312,05.08.1960,American Samoa
eklx4243,02.08.1972,Northern Mariana Islands
olzz2222,01.08.1977,Mississippi
ccmv1421,02.08.1975,Rhode Island
jfhi3332,30.07.1985,Utah
lzdo3122,26.07.2000,Arkansas
wjjz1213,04.08.1964,Pennsylvania
qjdj4111,30.07.1987,Vermont
hzdj1344,27.07.1996,Alabama
ynyq3313,27.07.1999,Ohio
ywrc4143,30.07.1986,West Virginia
lirr2213,07.08.1952,Mississippi
fadj4113,28.07.1995,California
xldl1321,26.07.2001,Montana
lrly3232,07.08.1954,Nebraska
awgb2142,06.08.1957,Idaho
egzc2414,02.08.1975,Alaska
ibxw2331,29.07.1990,West Virginia
qven4314,03.08.1969,Delaware
hhfg4114,27.07.1999,Kansas
sptn4233,27.07.1996,Oklahoma
rhnv1434,04.08.1964,California
paap3232,03.08.1970,Oregon
iiwr2341,01.08.1979,South Dakota
qmbk1314,02.08.1975,District of Columbia
pnmr2442,03.08.1971,Illinois
rejb3331,31.07.1981,Nebraska
hwam1122,07.08.1952,Kentucky
fyqm4421,26.07.2001,U.S. Virgin Islands
ehlw4344,06.08.1959,Hawaii
cdfu1242,01.08.1976,Montana
mccd1224,27.07.1997,Colorado
fdbu1242,03.08.1970,Michigan
ixpo2311,28.07.1994,South Carolina
iqdq2324,29.07.1988,Kansas
pogn3141,04.08.1965,Michigan
mpwa2311,28.07.1994,U.S. Virgin Islands
jnzg1142,03.08.1969,Alabama
rasx3233,02.08.1975,Missouri
fjsw2311,04.08.1964,North Dakota
lyor1134,02.08.1972,American Samoa
mmbp1424,30.07.1985,Maine
khuu2244,07.08.1955,Alabama
lkhv3221,28.07.1994,Hawaii
zqem1223,01.08.1976,Connecticut
jqwz1331,05.08.1962,Minor Outlying Islands
svyy4134,30.07.1984,Washington
kbnk2212,27.07.1999,Alaska
ndzm3441,26.07.2000,Wyoming
hxsq3412,05.08.1960,Missouri
jgma4433,29.07.1991,Wisconsin
tmjw1224,04.08.1965,Rhode Island
hvxl4231,03.08.1970,Georgia
vjjq1114,07.08.1952,Minor Outlying Islands
huxh2233,30.07.1984,North Dakota
kaaj2214,28.07.1993,Minor Outlying Islands
bjks1114,06.08.1959,Colorado
xhhe3414,31.07.1983,Georgia
nhtn1242,04.08.1966,Oklahoma
fblv1324,31.07.1982,Alaska
fqct2423,06.08.1956,Michigan
cfzq1241,07.08.1955,Guam
fscz1311,26.07.2000,North Carolina
vjoz4111,06.08.1958,Nebraska
qgym1231,03.08.1970,Connecticut
zkkz3313,03.08.1970,Northern Mariana Islands
migl1133,26.07.2001,Washington
qkwn4341,06.08.1956,Delaware
plnm3413,06.08.1958,Nevada
buuo4341,30.07.1985,Puerto Rico
dyng4232,07.08.1952,South Carolina
ajgi3213,04.08.1965,District of Columbia
ewyn4441,31.07.1980,Alabama
szfy2143,31.07.1982,Wyoming
qkwk3421,02.08.1975,Ohio
dycp3314,27.07.1997,Delaware
vrsb1221,27.07.1997,Wyoming
odlm3321,02.08.1975,California
tydq4134,27.07.1999,Montana
swjy4134,29.07.1990,Colorado
duwp3342,02.08.1974,Missouri
hbkx1133,01.08.1977,Maine
lhts1434,29.07.1991,Wyoming
yxsz1131,07.08.1955,Montana
coub1343,01.08.1976,New York
aahc4142,04.08.1967,Nebraska
vivc3244,02.08.1972,Nevada
pecj1114,29.07.1991,New Hampshire
votn1432,31.07.1982,Missouri
qpqw4343,05.08.1961,Nebraska
kcgx4414,27.07.1997,Oklahoma
rmfw1123,30.07.1984,Minnesota
rrcq3131,30.07.1984,Puerto Rico
wlmy4444,27.07.1997,Pennsylvania
hnmq1223,05.08.1963,New Jersey
mqbe2421,27.07.1996,West Virginia
irbu3144,07.08.1952,Northern Mariana Islands
yfpo4432,06.08.1958,Wyoming
mmsl2424,31.07.1983,Alabama
bzrj4112,03.08.1969,Virginia
wgaa3141,05.08.1962,Oklahoma
wgjn1141,31.07.1983,Kentucky
hgtg3432,03.08.1969,Montana
nwot2324,04.08.1965,Vermont
crwq1342,01.08.1977,Rhode Island
dcqh1143,31.07.1983,Wisconsin
shra1134,08.08.1951,Wisconsin
movn2314,27.07.1997,Texas
qqfo2112,28.07.1993,Florida
oink3223,06.08.1957,Vermont
pxmp2242,27.07.1997,Kansas
mucx3333,04.08.1965,Arkansas
gapb4343,02.08.1972,U.S. Virgin Islands
tzjh2312,28.07.1995,Connecticut
xxda4141,31.07.1980,Rhode Island
ytct4242,07.08.1953,Colorado
unwe3241,05.08.1961,New Hampshire
lxzw1214,04.08.1965,Maine
mnvj2132,05.08.1963,Alabama
ffxr4111,08.08.1951,Louisiana
lcwn1314,31.07.1980,Florida
ursp1322,29.07.1988,Illinois
axpr4122,06.08.1959,New Hampshire
zmpy1221,07.08.1954,Virginia
aezc3243,29.07.1988,Minnesota
aljn4422,05.08.1962,Virginia
uflp1331,27.07.1998,Rhode Island
alen3132,30.07.1987,Idaho
imhf2423,30.07.1986,New Jersey
ygzz1122,05.08.1960,Alabama
uihi3414,08.08.1950,Washington
xhen3234,04.08.1964,West Virginia
psfo1214,02.08.1975,Massachusetts
qzao3242,03.08.1968,New York
wvqg3433,08.08.1951,Alabama
ynlo1212,03.08.1971,Washington
jkqg3221,03.08.1970,Tennessee
svve3143,02.08.1974,Hawaii
zufg1343,01.08.1979,Tennessee
uslo2311,08.08.1950,Louisiana
gvkc4122,01.08.1979,New Hampshire
xdnq4311,03.08.1970,West Virginia
nvme1444,31.07.1983,Virginia
dulq3132,08.08.1950,Colorado
zeok4142,26.07.2000,Washington
yeav1443,08.08.1950,Georgia
phpz1131,31.07.1982,Arizona
dprv2412,31.07.1983,Pennsylvania
xbvw4124,03.08.1969,Florida
ldfz4113,03.08.1971,North Dakota
mbfm1211,03.08.1971,North Carolina
fsdf2112,07.08.1954,North Dakota
sjrr1243,03.08.1969,California
ogtg2314,04.08.1964,Florida
mlqt3134,31.07.1981,Idaho
ivwd3413,28.07.1993,Tennessee
zcan3231,30.07.1986,U.S. Virgin Islands
nbmi2334,26.07.2001,Delaware
zoln2121,29.07.1990,Indiana
jion4132,30.07.1985,U.S. Virgin Islands
xrzu4223,03.08.1969,South Carolina
pnoi1131,01.08.1979,Louisiana
rryf2412,08.08.1951,West Virginia
vmdq3322,27.07.1996,U.S. Virgin Islands
ximz3144,28.07.1994,Maryland
jbym1321,08.08.1951,Arizona
yitp2123,07.08.1952,Iowa
ubnb3412,31.07.1980,Washington
rhhu1243,30.07.1986,Georgia
mfbv2311,01.08.1976,Montana
mubh2124,04.08.1964,Wyoming
cweh4141,08.08.1951,Colorado
uhnz2313,07.08.1954,Massachusetts
tcin1132,26.07.2001,North Carolina
jhof4341,29.07.1988,New Hampshire
wxto3444,02.08.1973,Maryland
aern3123,01.08.1979,New Mexico
hviz1422,01.08.1976,Georgia
chsk3124,01.08.1977,Maryland
pwtx3213,02.08.1974,Texas
eyhr1113,03.08.1970,Idaho
jemr2324,02.08.1974,Minnesota
mblo1122,06.08.1959,Wyoming
tzfg3211,28.07.1993,Alaska
gwhp1323,07.08.1952,North Dakota
uvlp4223,05.08.1961,New Mexico
qroz1422,07.08.1952,Virginia
xbbu2443,02.08.1972,Texas
hski3324,29.07.1988,Massachusetts
ujlp1111,03.08.1970,Pennsylvania
meit2443,29.07.1990,Nevada
nqau2443,06.08.1959,Wyoming
detc1443,05.08.1960,Oregon
nqcd4413,03.08.1969,Oregon
iquf1142,08.08.1950,Louisiana
zmjb3313,04.08.1966,U.S. Virgin Islands
eadx4311,03.08.1968,South Carolina
twog3224,04.08.1965,Massachusetts
wuuq1444,07.08.1952,South Dakota
jrrv4131,05.08.1963,Vermont
zrqb3114,31.07.1980,Oregon
taap1422,01.08.1976,New Hampshire
afbn4241,30.07.1987,Nebraska
hlkx3231,04.08.1966,Nevada
nqol3141,05.08.1962,New Jersey
jkbj3424,29.07.1990,Michigan
rkgl2141,03.08.1971,Wyoming
azmt3144,27.07.1996,New Mexico
qfts4331,08.08.1951,Iowa
hhbq2442,27.07.1998,Wyoming
wbdw3431,02.08.1973,Kansas
nejh1321,01.08.1978,Alaska
jrth1241,30.07.1987,Michigan
ezka2243,31.07.1980,Minor Outlying Islands
katd4322,31.07.1981,Minor Outlying Islands
hfjr2124,02.08.1974,North Carolina
liij1131,31.07.1982,North Carolina
shse1442,08.08.1950,American Samoa
gill2332,31.07.1982,New Jersey
foqc4132,06.08.1959,New Mexico
tvld1232,28.07.1994,Colorado
icqn4131,29.07.1991,Alabama
evyr1344,03.08.1970,Virginia
ztjg2224,30.07.1987,Massachusetts
unww4331,06.08.1959,Kentucky
fzjz2321,30.07.1985,Missouri
vopj4124,31.07.1980,Northern Mariana Islands
uarj4321,29.07.1989,Montana
uqss4144,07.08.1955,U.S. Virgin Islands
syul1144,04.08.1964,Georgia
mhbg3212,03.08.1971,Utah
afyr4422,07.08.1955,Indiana
xkxj1221,28.07.1995,Mississippi
srth1311,03.08.1971,District of Columbia
nhun4431,27.07.1999,Illinois
bizr3322,04.08.1965,Wyoming
phvx4133,04.08.1966,Colorado
txqw4123,27.07.1996,Idaho
jymn3422,07.08.1952,U.S. Virgin Islands
qxgt3442,28.07.1993,New York
mloe1243,27.07.1996,Indiana
owpi4221,06.08.1956,New Mexico
vbii4342,07.08.1954,Connecticut
jxyx1243,06.08.1956,Northern Mariana Islands
crcq3343,06.08.1959,Texas
pawj4231,29.07.1989,Georgia
ohvt3331,03.08.1969,Mississippi
qedy4242,02.08.1973,North Carolina
jokr1212,04.08.1965,Washington
sars2122,07.08.1954,Delaware
hfge3233,31.07.1982,New Mexico
bjkh3141,02.08.1973,South Dakota
yyeg4411,01.08.1979,Guam
jlxb2442,05.08.1960,Nevada
dtdm2222,04.08.1966,Puerto Rico
jvhg1414,04.08.1965,Arkansas
bimx4222,02.08.1975,Wyoming
tglp2343,08.08.1950,Montana
nlgs4224,01.08.1976,Illinois
pnlj2433,26.07.2001,Mississippi
nyek2141,28.07.1993,Arkansas
gyoa1443,03.08.1971,Arkansas
kasc1333,31.07.1982,South Dakota
rwuk2343,02.08.1972,Delaware
wkqs2112,07.08.1954,Mississippi
pjxq2443,07.08.1955,Nevada
szhi3231,04.08.1967,New Jersey
hlcf2312,30.07.1984,Iowa
wlgx4132,03.08.1971,Colorado
kwdj2433,01.08.1979,Nebraska
ysvh2121,29.07.1988,Pennsylvania
pnkw1443,28.07.1994,New Hampshire
wciu2232,01.08.1977,Nebraska
taeg3441,26.07.2001,Alabama
pumw4144,08.08.1950,Connecticut
vjrm1231,27.07.1996,West Virginia
zmmx4313,30.07.1985,Indiana
hldn1131,30.07.1985,Washington
nqvz4113,31.07.1983,New Jersey
orkk1433,31.07.1982,Virginia
pigg2214,03.08.1968,Virginia
fsiz1132,29.07.1990,Alaska
dskz4313,26.07.2001,Kentucky
tyoa4232,27.07.1998,Illinois
wyav2342,06.08.1957,Indiana
suvi2242,30.07.1985,Minor Outlying Islands
ijhe4234,31.07.1980,New Jersey
rgga3243,02.08.1972,Nebraska
tneh4131,30.07.1986,Guam
oxdd2242,03.08.1968,Kansas
rzal1114,07.08.1953,Northern Mariana Islands
fzvz3321,04.08.1964,Alaska
prnk2231,05.08.1960,Virginia
gnjw2412,31.07.1983,Washington
trvg2443,07.08.1953,Illinois
zvew3141,27.07.1998,Vermont
skfo3222,30.07.1985,Arizona
jbti4432,06.08.1956,New Jersey
xxkr3344,02.08.1973,New Jersey
xrdr4323,07.08.1953,New Hampshire
vijp2233,28.07.1993,Minor Outlying Islands
olyq1142,02.08.1975,Pennsylvania
rxtb4341,08.08.1951,Colorado
xzqy2433,02.08.1975,Alaska
ghhe4331,27.07.1998,Nevada
ktjw2124,01.08.1979,California
gkma2131,03.08.1968,Colorado
tpgp2432,08.08.1950,Hawaii
bxbl1324,06.08.1958,Missouri
jenl4231,07.08.1953,Texas
ffhh2111,08.08.1950,U.S. Virgin Islands
isgk2423,27.07.1998,Northern Mariana Islands
stlc2122,02.08.1973,Colorado
gjuw4113,31.07.1981,Oklahoma
zhxr2223,05.08.1961,Iowa
zkfm2143,27.07.1999,California
eufs3133,26.07.2000,District of Columbia
kufb3114,01.08.1977,District of Columbia
utzt1343,27.07.1996,Florida
lygh2413,28.07.1994,Texas
sfcy2331,06.08.1959,Nebraska
rrzx3433,05.08.1960,Washington
efoe4242,05.08.1962,Wyoming
ifgh2132,03.08.1971,Maine
pwln4342,07.08.1952,District of Columbia
jqia2244,01.08.1979,Connecticut
zvyd3312,31.07.1980,Northern Mariana Islands
kvfw4112,29.07.1990,Delaware
enal3213,04.08.1965,Louisiana
jpxk3414,28.07.1993,Hawaii
uobs2434,06.08.1957,Missouri
nfyl4131,29.07.1988,Maryland
slue2241,29.07.1989,Utah
qtte4244,01.08.1978,Montana
ldkv3131,01.08.1979,Montana
jdwh3411,05.08.1960,Guam
oenx4244,30.07.1985,Washington
lfvh2433,27.07.1996,American Samoa
sldq3434,31.07.1982,Delaware
xrwd1342,28.07.1995,Maine
zyqs4311,07.08.1952,Minnesota
gsat2421,06.08.1958,Missouri
higo1123,29.07.1988,Kansas
nrln4243,08.08.1951,Nebraska
xiqb1412,29.07.1988,Guam
msws2222,08.08.1951,Louisiana
ibnr3321,27.07.1998,American Samoa
wknc4212,06.08.1959,Michigan
egqh2334,31.07.1982,Guam
wihb4212,29.07.1991,Massachusetts
hsbz3441,04.08.1967,South Dakota
jifh4442,27.07.1999,Minnesota
uorj1244,31.07.1980,Maine
gfef1424,30.07.1987,Tennessee
rsay2212,29.07.1991,Montana
zoju4114,08.08.1950,Mississippi
rhgr2314,29.07.1989,Utah
vxim4214,08.08.1951,California
fnkj1113,06.08.1958,Minor Outlying Islands
stms4223,01.08.1978,Montana
cisr2144,27.07.1999,Ohio
kzwm4133,30.07.1987,Wisconsin
slso4333,04.08.1967,Wyoming
apaw2143,27.07.1997,Northern Mariana Islands
hacc3441,28.07.1994,Illinois
gsnh2223,04.08.1967,Wyoming
ptwr4242,26.07.2001,Virginia
pnqd4144,03.08.1968,Maine
avro4111,26.07.2001,Ohio
bpqv1421,02.08.1973,Washington
gaeq2421,05.08.1960,Tennessee
eqcl2434,01.08.1977,Louisiana
mnwv3333,29.07.1990,Alabama
kati2442,30.07.1986,North Carolina
dyss1342,27.07.1997,Guam
hogk1343,04.08.1967,Oregon
qcvg2131,06.08.1957,Arizona
nvdt2433,28.07.1993,South Carolina
psva2443,01.08.1978,District of Columbia
oqpu3243,04.08.1965,Virginia
knnf2322,02.08.1972,Oklahoma
xkzj1241,07.08.1955,New York
voad2432,29.07.1988,Texas
zxvc4242,01.08.1977,Minor Outlying Islands
nkor4222,07.08.1952,Indiana
ceay1231,08.08.1951,Rhode Island
fthr2233,07.08.1953,Missouri
vlty4444,03.08.1969,Oklahoma
jqye1242,02.08.1975,Nevada
bvmk2442,31.07.1982,North Dakota
fbqs4431,06.08.1958,Ohio
wjuh2411,02.08.1973,Hawaii
ilkm3312,26.07.2000,Massachusetts
qjnh1114,02.08.1975,Northern Mariana Islands
gplu4132,29.07.1990,Idaho
wrbb3342,29.07.1988,Guam
hczy3123,05.08.1960,Wisconsin
fiha2232,27.07.1997,Kentucky
pxde1111,05.08.1961,Idaho
gdlc1414,05.08.1963,Connecticut
qolq3143,31.07.1983,Minor Outlying Islands
tdda1422,31.07.1981,U.S. Virgin Islands
shsp3242,28.07.1995,Wyoming
pcog4322,27.07.1998,North Dakota
gcwi4114,30.07.1985,Vermont
pmlz3141,29.07.1991,West Virginia
vvlk4232,08.08.1950,Minor Outlying Islands
fjnu3341,29.07.1990,Oklahoma
lybj2414,30.07.1987,Colorado
ejpe1212,03.08.1968,Puerto Rico
djdl3342,06.08.1956,New Hampshire
rwci1244,01.08.1977,Tennessee
igae2234,03.08.1971,Michigan
dmsu4412,05.08.1961,Iowa
xafg2434,30.07.1985,New York
tsle2344,08.08.1951,Vermont
tfsz3112,04.08.1964,Minor Outlying Islands
njki1422,05.08.1962,Ohio
diyn3342,04.08.1964,Wisconsin
uiln2231,29.07.1991,Rhode Island
vjsx4241,05.08.1961,New Jersey
wtkm1141,27.07.1997,Massachusetts
ckau4423,05.08.1962,Montana
pyrq3342,28.07.1995,District of Columbia
qkrq3314,08.08.1951,Florida
ymmm3144,03.08.1971,Arkansas
jxgf4134,01.08.1976,Kentucky
qpjc4131,29.07.1991,American Samoa
atpk4412,03.08.1970,Rhode Island
tlim1231,01.08.1976,Pennsylvania
fkni3242,31.07.1981,Vermont
rzua3312,07.08.1952,Kansas
xbxl4312,05.08.1963,Nevada
fokc4444,06.08.1958,Pennsylvania
racp2223,30.07.1984,Maryland
lqnk1342,29.07.1988,Arkansas
pabi2414,31.07.1980,Delaware
oiph3123,30.07.1985,Kansas
dbwf4144,30.07.1987,New Hampshire
bymo1111,05.08.1961,Texas
hkke3132,29.07.1991,Indiana
ocba4343,06.08.1957,Nebraska
okmw4312,31.07.1983,Utah
vijf1334,01.08.1977,American Samoa
bics4343,02.08.1973,Kansas
devu3331,08.08.1951,Georgia
jvkt4412,04.08.1964,Arizona
dail2323,01.08.1977,Pennsylvania
vrue1242,01.08.1976,Kentucky
dhjv1424,30.07.1985,Missouri
fxjs4224,07.08.1953,Montana
pbar1144,05.08.1960,Kentucky
sqeo2413,31.07.1981,Georgia
cfwk2141,08.08.1950,North Dakota
fqhp2412,05.08.1963,West Virginia
cqzv1144,29.07.1991,Kansas
vedc3341,04.08.1967,Pennsylvania
seza2143,03.08.1970,Georgia
tdig2211,30.07.1986,New Hampshire
cfnm4234,27.07.1996,Washington
wojz1421,04.08.1967,Nevada
ofui1241,26.07.2000,Indiana
nwpr1331,05.08.1962,Michigan
yphv3414,31.07.1980,Oklahoma
bifr2113,31.07.1982,Puerto Rico
nult4221,01.08.1978,New Hampshire
kxfk4421,26.07.2000,Delaware
lwxi1131,01.08.1979,North Carolina
oxwz1413,27.07.1997,New Hampshire
bnsi4431,04.08.1965,New Jersey
wozo3113,04.08.1967,Illinois
rfho3231,02.08.1975,Montana
qush4444,05.08.1961,Virginia
qczw2214,31.07.1982,Puerto Rico
bdoc4134,04.08.1966,Minor Outlying Islands
vlfw2311,30.07.1985,Connecticut
cbsm1234,05.08.1961,Montana
qfal1412,07.08.1955,Minnesota
bjpq2241,03.08.1971,New Mexico
ugdq1432,27.07.1997,Montana
lpme3223,06.08.1959,Iowa
nrlq3233,03.08.1971,South Dakota
okzn4234,02.08.1974,Massachusetts
sdkf2121,26.07.2000,Vermont
lhkc1232,02.08.1972,Louisiana
cddh2334,30.07.1985,District of Columbia
fdsq4113,01.08.1976,Maryland
emcw4411,04.08.1965,Vermont
tzud2442,05.08.1960,Michigan
bagf1423,08.08.1950,Arizona
hkqh3424,07.08.1955,Alabama
okzo2211,31.07.1982,Louisiana
bxfs4313,05.08.1963,Maine
abkq3122,05.08.1962,Texas
kprr1423,02.08.1972,Oregon
